PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
0.43049676767650885,0.8097952718729439,-0.6683668183907048,-1.4951061550585203,0.8434621118237061,0.2845470428364442,-1.7511824809352425,0.4679962414857504,0.6413127711450545
0.43049676767650885,0.8097952718729439,-0.6683668183907048,-1.4951061550585203,0.8434621118237061,0.2845470428364442,-1.7511824809352425,0.4679962414857504,0.6413127711450545
0.8259558823033577,0.7366363399034336,-0.9445827911936441,0.4865703753779543,0.6724069818570438,0.06787327425929,0.2358022551854037,-0.06489290753289378,-0.6458512943753564
0.8259558823033577,0.7366363399034336,-0.9445827911936441,0.4865703753779543,0.6724069818570438,0.06787327425929,0.2358022551854037,-0.06489290753289378,-0.6458512943753564
0.8259558823033577,0.7366363399034336,-0.9445827911936441,0.4865703753779543,0.6724069818570438,0.06787327425929,0.2358022551854037,-0.06489290753289378,-0.6458512943753564
0.8259558823033577,0.7366363399034336,-0.9445827911936441,0.4865703753779543,0.6724069818570438,0.06787327425929,0.2358022551854037,-0.06489290753289378,-0.6458512943753564
0.8259558823033577,0.7366363399034336,-0.9445827911936441,0.4865703753779543,0.6724069818570438,0.06787327425929,0.2358022551854037,-0.06489290753289378,-0.6458512943753564
1.7014271266672871,0.8538376241622971,-0.2636550123508515,-0.4055244447161723,0.6696420394355137,-0.5717966629445111,0.1660606809855201,-0.43902419258191017,-0.18799908342400123
0.5164217142222348,-0.1256679296783056,-1.9128937448790055,0.8259360839318665,0.14467608170527085,0.8201604898688474,0.16798564516929168,-0.3187680872504206,-0.2781273760569373
0.5164217142222348,-0.1256679296783056,-1.9128937448790055,0.8259360839318665,0.14467608170527085,0.8201604898688474,0.16798564516929168,-0.3187680872504206,-0.2781273760569373
0.9543024364333549,-2.1332017975484856,-0.26434780158953064,-0.26697056068842945,0.7784893756993069,0.5375374525469289,0.9443011000556935,0.17666759852210112,-0.6864641343813619
0.06041083504351335,0.4854488139256884,0.6875011475341072,1.7734543965342957,-0.5994707368091857,0.14505119956945087,0.41216760482439596,-0.512095051823633,-0.11257076595681406
0.06041083504351335,0.4854488139256884,0.6875011475341072,1.7734543965342957,-0.5994707368091857,0.14505119956945087,0.41216760482439596,-0.512095051823633,-0.11257076595681406
-0.650141823054908,-0.22031662444409192,0.2772673717207631,0.1664506257485848,1.1462040050393145,0.1230679531065366,-0.5593999238762428,0.2377230054046539,-0.37202503673862225
-0.650141823054908,-0.22031662444409192,0.2772673717207631,0.1664506257485848,1.1462040050393145,0.1230679531065366,-0.5593999238762428,0.2377230054046539,-0.37202503673862225
-0.5722940159083203,2.7490928924498386,1.8447810127696094,-0.5314097860505588,0.24993705347403739,-0.8561930303570424,-1.1491925025435654,1.2557223063474143,-0.738829029357911
-0.5722940159083203,2.7490928924498386,1.8447810127696094,-0.5314097860505588,0.24993705347403739,-0.8561930303570424,-1.1491925025435654,1.2557223063474143,-0.738829029357911
1.1024699950486616,1.166906487525251,0.2977474303443193,0.9148756329530124,-0.49305017253958233,-0.44860563919432583,0.5894529831411719,-0.3139862286584848,-0.28355254153472054
-0.47054656384898574,-0.5742684996107783,0.9620893269154526,2.0533208658312057,1.2241045718867758,-0.5094969234909562,0.5141494971622143,-0.49614340110254235,-0.00883063091856496
-0.8495739378076882,0.43436110717086207,-1.113670029046898,0.6300839425240817,0.03820950968659803,0.26353666260813646,-0.5367502118397256,0.6067330680191686,-0.13013533387537113
-0.8495739378076882,0.43436110717086207,-1.113670029046898,0.6300839425240817,0.03820950968659803,0.26353666260813646,-0.5367502118397256,0.6067330680191686,-0.13013533387537113
-0.8495739378076882,0.43436110717086207,-1.113670029046898,0.6300839425240817,0.03820950968659803,0.26353666260813646,-0.5367502118397256,0.6067330680191686,-0.13013533387537113
-1.113286656597816,-1.4920788227007464,0.19489884146556335,-0.5631800211347011,0.6706678856452858,-0.027567044189478453,-0.7725968974759095,0.774152494281625,0.40240909107694445
-1.113286656597816,-1.4920788227007464,0.19489884146556335,-0.5631800211347011,0.6706678856452858,-0.027567044189478453,-0.7725968974759095,0.774152494281625,0.40240909107694445
2.445018211837774,0.7739915221260816,0.3220911001169662,-1.9690118657781015,-2.2421215614423295,-0.6486234123254475,0.1543983853160526,0.8057088927802168,0.6450951883618542
2.445018211837774,0.7739915221260816,0.3220911001169662,-1.9690118657781015,-2.2421215614423295,-0.6486234123254475,0.1543983853160526,0.8057088927802168,0.6450951883618542
1.498470062162428,-0.8727236608099321,0.39075654021037676,-0.032299324561771335,-0.36518636076470534,0.22602185949806955,0.6553017073209414,-0.699940559965588,0.06262742154104302
-0.03886254122617893,-0.36350848845014,0.8067432588992957,-0.2656036207952209,0.4065106288591188,0.6797480141778565,-0.3966473337952235,-0.00508862238247045,0.22161189498165074
-0.03886254122617893,-0.36350848845014,0.8067432588992957,-0.2656036207952209,0.4065106288591188,0.6797480141778565,-0.3966473337952235,-0.00508862238247045,0.22161189498165074
1.1973307641966142,0.3350982219699832,-1.4949052436658035,1.1552381073621354,0.017232546674744578,0.05195504898592074,0.2679707317250577,-0.7803649314579011,1.0471540187283495
1.6774938986042232,0.9670247688244795,0.00822163343112833,-0.5405739827994054,-1.1062181713014634,-0.7170653711519677,-0.03564037422618738,0.38360824196481613,0.9812258749154171
